
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:47:49.200 --> 00:47:59.200]   [BLANK_AUDIO]
[00:47:59.200 --> 00:48:09.200]   [BLANK_AUDIO]
[00:48:09.200 --> 00:48:19.200]   [BLANK_AUDIO]
[00:48:19.200 --> 00:48:29.200]   [BLANK_AUDIO]
[00:48:29.200 --> 00:48:39.200]   [BLANK_AUDIO]
[00:48:39.200 --> 00:48:49.200]   [BLANK_AUDIO]
[00:48:49.200 --> 00:48:59.200]   [BLANK_AUDIO]
[00:48:59.200 --> 00:49:19.200]   [BLANK_AUDIO]
[00:49:19.200 --> 00:49:29.200]   [BLANK_AUDIO]
[00:49:29.200 --> 00:49:39.200]   [BLANK_AUDIO]
[00:49:39.200 --> 00:49:49.200]   [BLANK_AUDIO]
[00:49:49.200 --> 00:49:59.200]   [BLANK_AUDIO]
[00:49:59.200 --> 00:50:09.200]   [BLANK_AUDIO]
[00:50:09.200 --> 00:50:19.200]   [BLANK_AUDIO]
[00:50:19.200 --> 00:50:29.200]   [BLANK_AUDIO]
[00:50:29.200 --> 00:50:39.200]   [BLANK_AUDIO]
[00:50:39.200 --> 00:50:49.200]   [BLANK_AUDIO]
[00:50:49.200 --> 00:50:59.200]   [BLANK_AUDIO]
[00:50:59.200 --> 00:51:09.200]   [BLANK_AUDIO]
[00:51:09.200 --> 00:51:19.200]   [BLANK_AUDIO]
[00:51:19.200 --> 00:51:29.200]   [BLANK_AUDIO]
[00:51:29.200 --> 00:51:39.200]   [BLANK_AUDIO]
[00:51:39.200 --> 00:51:49.200]   [BLANK_AUDIO]
[00:51:49.200 --> 00:51:59.200]   [BLANK_AUDIO]
[00:51:59.200 --> 00:52:09.200]   [BLANK_AUDIO]
[00:52:09.200 --> 00:52:19.200]   [BLANK_AUDIO]
[00:52:19.200 --> 00:52:29.200]   [BLANK_AUDIO]
[00:52:29.200 --> 00:52:39.200]   [BLANK_AUDIO]
[00:52:39.200 --> 00:52:49.200]   [BLANK_AUDIO]
[00:52:49.200 --> 00:52:59.200]   [BLANK_AUDIO]
[00:52:59.200 --> 00:53:09.200]   [BLANK_AUDIO]
[00:53:09.200 --> 00:53:19.200]   [BLANK_AUDIO]
[00:53:19.200 --> 00:53:29.200]   [BLANK_AUDIO]
[00:53:29.200 --> 00:53:39.200]   [BLANK_AUDIO]
[00:53:39.200 --> 00:53:49.200]   [BLANK_AUDIO]
[00:53:49.200 --> 00:53:59.200]   [BLANK_AUDIO]
[00:53:59.200 --> 00:54:09.200]   [BLANK_AUDIO]
[00:54:09.200 --> 00:54:19.200]   [BLANK_AUDIO]
[00:54:19.200 --> 00:54:29.200]   [BLANK_AUDIO]
[00:54:29.200 --> 00:54:39.200]   [BLANK_AUDIO]
[00:54:39.200 --> 00:54:49.200]   [BLANK_AUDIO]
[00:54:49.200 --> 00:55:09.200]   [BLANK_AUDIO]
[00:55:09.200 --> 00:55:19.200]   [BLANK_AUDIO]
[00:55:19.200 --> 00:55:29.200]   [BLANK_AUDIO]
[00:55:29.200 --> 00:55:39.200]   [BLANK_AUDIO]
[00:55:39.200 --> 00:55:49.200]   [BLANK_AUDIO]
[00:55:49.200 --> 00:55:59.200]   [BLANK_AUDIO]
[00:55:59.200 --> 00:56:09.200]   [BLANK_AUDIO]
[00:56:09.200 --> 00:56:19.200]   [BLANK_AUDIO]
[00:56:19.200 --> 00:56:29.200]   [BLANK_AUDIO]
[00:56:29.200 --> 00:56:39.200]   [BLANK_AUDIO]
[00:56:39.200 --> 00:56:49.200]   [BLANK_AUDIO]
[00:56:49.200 --> 00:56:59.200]   [BLANK_AUDIO]
[00:56:59.200 --> 00:57:09.200]   [BLANK_AUDIO]
[00:57:09.200 --> 00:57:19.200]   [BLANK_AUDIO]
[00:57:19.200 --> 00:57:29.200]   [BLANK_AUDIO]
[00:57:29.200 --> 00:57:39.200]   [BLANK_AUDIO]
[00:57:39.200 --> 00:57:49.200]   [BLANK_AUDIO]
[00:57:49.200 --> 00:57:59.200]   [BLANK_AUDIO]
[00:57:59.200 --> 00:58:09.200]   [BLANK_AUDIO]
[00:58:09.200 --> 00:58:19.200]   [BLANK_AUDIO]
[00:58:19.200 --> 00:58:29.200]   [BLANK_AUDIO]
[00:58:29.200 --> 00:58:39.200]   [BLANK_AUDIO]
[00:58:39.200 --> 00:58:49.200]   [BLANK_AUDIO]
[00:58:49.200 --> 00:58:59.200]   [BLANK_AUDIO]
[00:58:59.200 --> 00:59:09.200]   [BLANK_AUDIO]
[00:59:09.200 --> 00:59:19.200]   [BLANK_AUDIO]
[00:59:19.200 --> 00:59:29.200]   [BLANK_AUDIO]
[00:59:29.200 --> 00:59:39.200]   [BLANK_AUDIO]
[00:59:39.200 --> 00:59:59.200]   [BLANK_AUDIO]
[00:59:59.200 --> 01:00:09.200]   [BLANK_AUDIO]
[01:00:09.200 --> 01:00:19.200]   [BLANK_AUDIO]
[01:00:19.200 --> 01:00:29.200]   [BLANK_AUDIO]
[01:00:29.200 --> 01:00:39.200]   [BLANK_AUDIO]
[01:00:39.200 --> 01:00:49.200]   [BLANK_AUDIO]
[01:00:49.200 --> 01:00:59.200]   [BLANK_AUDIO]
[01:00:59.200 --> 01:01:09.200]   [BLANK_AUDIO]
[01:01:09.200 --> 01:01:19.200]   [BLANK_AUDIO]
[01:01:19.200 --> 01:01:29.200]   [BLANK_AUDIO]
[01:01:29.200 --> 01:01:39.200]   [BLANK_AUDIO]
[01:01:39.200 --> 01:01:49.200]   [BLANK_AUDIO]
[01:01:49.200 --> 01:01:59.200]   [BLANK_AUDIO]
[01:01:59.200 --> 01:02:09.200]   [BLANK_AUDIO]
[01:02:09.200 --> 01:02:19.200]   [BLANK_AUDIO]
[01:02:19.200 --> 01:02:29.200]   [BLANK_AUDIO]
[01:02:29.200 --> 01:02:39.200]   [BLANK_AUDIO]
[01:02:39.200 --> 01:02:49.200]   [BLANK_AUDIO]
[01:02:49.200 --> 01:02:59.200]   [BLANK_AUDIO]
[01:02:59.200 --> 01:03:09.200]   [BLANK_AUDIO]
[01:03:09.200 --> 01:03:29.200]   [BLANK_AUDIO]
[01:03:29.200 --> 01:03:39.200]   [BLANK_AUDIO]
[01:03:39.200 --> 01:03:49.200]   [BLANK_AUDIO]
[01:03:49.200 --> 01:03:59.200]   [BLANK_AUDIO]
[01:03:59.200 --> 01:04:09.200]   [BLANK_AUDIO]
[01:04:09.200 --> 01:04:19.200]   [BLANK_AUDIO]
[01:04:19.200 --> 01:04:39.200]   [BLANK_AUDIO]
[01:04:39.200 --> 01:04:49.200]   [BLANK_AUDIO]
[01:04:49.200 --> 01:04:59.200]   [BLANK_AUDIO]
[01:04:59.200 --> 01:05:09.200]   [BLANK_AUDIO]
[01:05:09.200 --> 01:05:19.200]   [BLANK_AUDIO]
[01:05:19.200 --> 01:05:29.200]   [BLANK_AUDIO]
[01:05:29.200 --> 01:05:49.200]   [BLANK_AUDIO]
[01:05:49.200 --> 01:05:59.200]   [BLANK_AUDIO]
[01:05:59.200 --> 01:06:09.200]   [BLANK_AUDIO]
[01:06:09.200 --> 01:06:19.200]   [BLANK_AUDIO]
[01:06:19.200 --> 01:06:39.200]   [BLANK_AUDIO]
[01:06:39.200 --> 01:06:49.200]   [BLANK_AUDIO]
[01:06:49.200 --> 01:06:59.200]   [BLANK_AUDIO]
[01:06:59.200 --> 01:07:09.200]   [BLANK_AUDIO]
[01:07:09.200 --> 01:07:29.200]   [BLANK_AUDIO]
[01:07:29.200 --> 01:07:39.200]   [BLANK_AUDIO]
[01:07:39.200 --> 01:07:49.200]   [BLANK_AUDIO]
[01:07:49.200 --> 01:07:59.200]   [BLANK_AUDIO]
[01:07:59.200 --> 01:08:19.200]   [BLANK_AUDIO]
[01:08:19.200 --> 01:08:29.200]   [BLANK_AUDIO]
[01:08:29.200 --> 01:08:49.200]   [BLANK_AUDIO]
[01:08:49.200 --> 01:08:59.200]   [BLANK_AUDIO]
[01:08:59.200 --> 01:09:09.200]   [BLANK_AUDIO]
[01:09:09.200 --> 01:09:19.200]   [BLANK_AUDIO]
[01:09:19.200 --> 01:09:39.200]   [BLANK_AUDIO]
[01:09:39.200 --> 01:09:49.200]   [BLANK_AUDIO]
[01:09:49.200 --> 01:09:59.200]   [BLANK_AUDIO]
[01:09:59.200 --> 01:10:09.200]   [BLANK_AUDIO]
[01:10:09.200 --> 01:10:19.200]   [BLANK_AUDIO]
[01:10:19.200 --> 01:10:29.200]   [BLANK_AUDIO]
[01:10:29.200 --> 01:10:39.200]   [BLANK_AUDIO]
[01:10:39.200 --> 01:10:49.200]   [BLANK_AUDIO]
[01:10:49.200 --> 01:10:59.200]   [BLANK_AUDIO]
[01:10:59.200 --> 01:11:09.200]   [BLANK_AUDIO]
[01:11:09.200 --> 01:11:29.200]   [BLANK_AUDIO]
[01:11:29.200 --> 01:11:39.200]   [BLANK_AUDIO]
[01:11:39.200 --> 01:11:49.200]   [BLANK_AUDIO]
[01:11:49.200 --> 01:11:59.200]   [BLANK_AUDIO]
[01:11:59.200 --> 01:12:19.200]   [BLANK_AUDIO]
[01:12:19.200 --> 01:12:29.200]   [BLANK_AUDIO]
[01:12:29.200 --> 01:12:39.200]   [BLANK_AUDIO]
[01:12:39.200 --> 01:12:49.200]   [BLANK_AUDIO]
[01:12:49.200 --> 01:12:59.200]   [BLANK_AUDIO]
[01:12:59.200 --> 01:13:09.200]   [BLANK_AUDIO]
[01:13:09.200 --> 01:13:29.200]   [BLANK_AUDIO]
[01:13:29.200 --> 01:13:39.200]   [BLANK_AUDIO]
[01:13:39.200 --> 01:13:49.200]   [BLANK_AUDIO]
[01:13:49.200 --> 01:13:59.200]   [BLANK_AUDIO]
[01:13:59.200 --> 01:14:09.200]   [BLANK_AUDIO]
[01:14:09.200 --> 01:14:19.200]   [BLANK_AUDIO]
[01:14:19.200 --> 01:14:29.200]   [BLANK_AUDIO]
[01:14:29.200 --> 01:14:39.200]   [BLANK_AUDIO]
[01:14:39.200 --> 01:14:59.200]   [BLANK_AUDIO]
[01:14:59.200 --> 01:15:09.200]   [BLANK_AUDIO]
[01:15:09.200 --> 01:15:19.200]   [BLANK_AUDIO]
[01:15:19.200 --> 01:15:29.200]   [BLANK_AUDIO]
[01:15:29.200 --> 01:15:39.200]   [BLANK_AUDIO]
[01:15:39.200 --> 01:15:49.200]   [BLANK_AUDIO]
[01:15:49.200 --> 01:15:59.200]   [BLANK_AUDIO]
[01:15:59.200 --> 01:16:09.200]   [BLANK_AUDIO]
[01:16:09.200 --> 01:16:19.200]   [BLANK_AUDIO]
[01:16:19.200 --> 01:16:29.200]   [BLANK_AUDIO]
[01:16:29.200 --> 01:16:39.200]   [BLANK_AUDIO]
[01:16:39.200 --> 01:16:49.200]   [BLANK_AUDIO]
[01:16:49.200 --> 01:16:59.200]   [BLANK_AUDIO]
[01:16:59.200 --> 01:17:09.200]   [BLANK_AUDIO]
[01:17:09.200 --> 01:17:29.200]   [BLANK_AUDIO]
[01:17:29.200 --> 01:17:39.200]   [BLANK_AUDIO]
[01:17:39.200 --> 01:17:49.200]   [BLANK_AUDIO]
[01:17:49.200 --> 01:17:59.200]   [BLANK_AUDIO]
[01:17:59.200 --> 01:18:19.200]   [BLANK_AUDIO]
[01:18:19.200 --> 01:18:29.200]   [BLANK_AUDIO]
[01:18:29.200 --> 01:18:39.200]   [BLANK_AUDIO]
[01:18:39.200 --> 01:18:49.200]   [BLANK_AUDIO]
[01:18:49.200 --> 01:19:09.200]   [BLANK_AUDIO]
[01:19:09.200 --> 01:19:19.200]   [BLANK_AUDIO]
[01:19:19.200 --> 01:19:39.200]   [BLANK_AUDIO]
[01:19:39.200 --> 01:19:49.200]   [BLANK_AUDIO]
[01:19:49.200 --> 01:19:59.200]   [BLANK_AUDIO]
[01:19:59.200 --> 01:20:09.200]   [BLANK_AUDIO]
[01:20:09.200 --> 01:20:19.200]   [BLANK_AUDIO]
[01:20:19.200 --> 01:20:29.200]   [BLANK_AUDIO]
[01:20:29.200 --> 01:20:49.200]   [BLANK_AUDIO]
[01:20:49.200 --> 01:20:59.200]   [BLANK_AUDIO]
[01:20:59.200 --> 01:21:19.200]   [BLANK_AUDIO]
[01:21:19.200 --> 01:21:29.200]   [BLANK_AUDIO]
[01:21:29.200 --> 01:21:39.200]   [BLANK_AUDIO]
[01:21:39.200 --> 01:21:49.200]   [BLANK_AUDIO]
[01:21:49.200 --> 01:21:59.200]   [BLANK_AUDIO]
[01:21:59.200 --> 01:22:09.200]   [BLANK_AUDIO]
[01:22:09.200 --> 01:22:29.200]   [BLANK_AUDIO]
[01:22:29.200 --> 01:22:39.200]   [BLANK_AUDIO]
[01:22:39.200 --> 01:22:59.200]   [BLANK_AUDIO]
[01:22:59.200 --> 01:23:09.200]   [BLANK_AUDIO]
[01:23:09.200 --> 01:23:29.200]   [BLANK_AUDIO]
[01:23:29.200 --> 01:23:39.200]   [BLANK_AUDIO]
[01:23:39.200 --> 01:23:49.200]   [BLANK_AUDIO]
[01:23:49.200 --> 01:23:59.200]   [BLANK_AUDIO]
[01:23:59.200 --> 01:24:19.200]   [BLANK_AUDIO]
[01:24:19.200 --> 01:24:29.200]   [BLANK_AUDIO]
[01:24:29.200 --> 01:24:39.200]   [BLANK_AUDIO]
[01:24:39.200 --> 01:24:49.200]   [BLANK_AUDIO]
[01:24:49.200 --> 01:24:59.200]   [BLANK_AUDIO]
[01:24:59.200 --> 01:25:09.200]   [BLANK_AUDIO]
[01:25:09.200 --> 01:25:19.200]   [BLANK_AUDIO]
[01:25:19.200 --> 01:25:29.200]   [BLANK_AUDIO]
[01:25:29.200 --> 01:25:49.200]   [BLANK_AUDIO]
[01:25:49.200 --> 01:25:59.200]   [BLANK_AUDIO]
[01:25:59.200 --> 01:26:09.200]   [BLANK_AUDIO]
[01:26:09.200 --> 01:26:19.200]   [BLANK_AUDIO]
[01:26:19.200 --> 01:26:29.200]   [BLANK_AUDIO]
[01:26:29.200 --> 01:26:39.200]   [BLANK_AUDIO]
[01:26:39.200 --> 01:26:59.200]   [BLANK_AUDIO]
[01:26:59.200 --> 01:27:09.200]   [BLANK_AUDIO]
[01:27:09.200 --> 01:27:19.200]   [BLANK_AUDIO]
[01:27:19.200 --> 01:27:29.200]   [BLANK_AUDIO]
[01:27:29.200 --> 01:27:49.200]   [BLANK_AUDIO]
[01:27:49.200 --> 01:27:59.200]   [BLANK_AUDIO]
[01:27:59.200 --> 01:28:19.200]   [BLANK_AUDIO]
[01:28:19.200 --> 01:28:29.200]   [BLANK_AUDIO]
[01:28:29.200 --> 01:28:39.200]   [BLANK_AUDIO]
[01:28:39.200 --> 01:28:49.200]   [BLANK_AUDIO]
[01:28:49.200 --> 01:28:59.200]   [BLANK_AUDIO]
[01:28:59.200 --> 01:29:09.200]   [BLANK_AUDIO]
[01:29:09.200 --> 01:29:29.200]   [BLANK_AUDIO]
[01:29:29.200 --> 01:29:39.200]   [BLANK_AUDIO]
[01:29:39.200 --> 01:29:49.200]   [BLANK_AUDIO]
[01:29:49.200 --> 01:29:59.200]   [BLANK_AUDIO]
[01:29:59.200 --> 01:30:09.200]   [BLANK_AUDIO]
[01:30:09.200 --> 01:30:19.200]   [BLANK_AUDIO]
[01:30:19.200 --> 01:30:29.200]   [BLANK_AUDIO]
[01:30:29.200 --> 01:30:39.200]   [BLANK_AUDIO]
[01:30:39.200 --> 01:30:59.200]   [BLANK_AUDIO]
[01:30:59.200 --> 01:31:09.200]   [BLANK_AUDIO]
[01:31:09.200 --> 01:31:19.200]   [BLANK_AUDIO]
[01:31:19.200 --> 01:31:29.200]   [BLANK_AUDIO]
[01:31:29.200 --> 01:31:39.200]   [BLANK_AUDIO]
[01:31:39.200 --> 01:31:49.200]   [BLANK_AUDIO]
[01:31:49.200 --> 01:31:59.200]   [BLANK_AUDIO]
[01:31:59.200 --> 01:32:09.200]   [BLANK_AUDIO]
[01:32:09.200 --> 01:32:19.200]   [BLANK_AUDIO]
[01:32:19.200 --> 01:32:29.200]   [BLANK_AUDIO]
[01:32:29.200 --> 01:32:39.200]   [BLANK_AUDIO]
[01:32:39.200 --> 01:32:49.200]   [BLANK_AUDIO]
[01:32:49.200 --> 01:33:09.200]   [BLANK_AUDIO]
[01:33:09.200 --> 01:33:19.200]   [BLANK_AUDIO]
[01:33:19.200 --> 01:33:39.200]   [BLANK_AUDIO]
[01:33:39.200 --> 01:33:49.200]   [BLANK_AUDIO]
[01:33:49.200 --> 01:33:59.200]   [BLANK_AUDIO]
[01:33:59.200 --> 01:34:09.200]   [BLANK_AUDIO]
[01:34:09.200 --> 01:34:19.200]   [BLANK_AUDIO]
[01:34:19.200 --> 01:34:29.200]   [BLANK_AUDIO]
[01:34:29.200 --> 01:34:49.200]   [BLANK_AUDIO]
[01:34:49.200 --> 01:34:59.200]   [BLANK_AUDIO]
[01:34:59.200 --> 01:35:09.200]   [BLANK_AUDIO]
[01:35:09.200 --> 01:35:19.200]   [BLANK_AUDIO]
[01:35:19.200 --> 01:35:29.200]   [BLANK_AUDIO]
[01:35:29.200 --> 01:35:39.200]   [BLANK_AUDIO]
[01:35:39.200 --> 01:35:49.200]   [BLANK_AUDIO]
[01:35:49.200 --> 01:35:59.200]   [BLANK_AUDIO]
[01:35:59.200 --> 01:36:09.200]   [BLANK_AUDIO]
[01:36:09.200 --> 01:36:19.200]   [BLANK_AUDIO]
[01:36:19.200 --> 01:36:29.200]   [BLANK_AUDIO]
[01:36:29.200 --> 01:36:39.200]   [BLANK_AUDIO]
[01:36:39.200 --> 01:36:49.200]   [BLANK_AUDIO]
[01:36:49.200 --> 01:36:59.200]   [BLANK_AUDIO]
[01:36:59.200 --> 01:37:19.200]   [BLANK_AUDIO]
[01:37:19.200 --> 01:37:29.200]   [BLANK_AUDIO]
[01:37:29.200 --> 01:37:39.200]   [BLANK_AUDIO]
[01:37:39.200 --> 01:37:49.200]   [BLANK_AUDIO]
[01:37:49.200 --> 01:37:59.200]   [BLANK_AUDIO]
[01:37:59.200 --> 01:38:09.200]   [BLANK_AUDIO]
[01:38:09.200 --> 01:38:19.200]   [BLANK_AUDIO]
[01:38:19.200 --> 01:38:29.200]   [BLANK_AUDIO]
[01:38:29.200 --> 01:38:39.200]   [BLANK_AUDIO]
[01:38:39.200 --> 01:38:49.200]   [BLANK_AUDIO]
[01:38:49.200 --> 01:38:59.200]   [BLANK_AUDIO]
[01:38:59.200 --> 01:39:09.200]   [BLANK_AUDIO]
[01:39:09.200 --> 01:39:19.200]   [BLANK_AUDIO]
[01:39:19.200 --> 01:39:29.200]   [BLANK_AUDIO]
[01:39:29.200 --> 01:39:39.200]   [BLANK_AUDIO]
[01:39:39.200 --> 01:39:49.200]   [BLANK_AUDIO]
[01:39:49.200 --> 01:39:59.200]   [BLANK_AUDIO]
[01:39:59.200 --> 01:40:09.200]   [BLANK_AUDIO]
[01:40:09.200 --> 01:40:19.200]   [BLANK_AUDIO]
[01:40:19.200 --> 01:40:29.200]   [BLANK_AUDIO]
[01:40:29.200 --> 01:40:39.200]   [BLANK_AUDIO]
[01:40:39.200 --> 01:40:49.200]   [BLANK_AUDIO]
[01:40:49.200 --> 01:41:09.200]   [BLANK_AUDIO]
[01:41:09.200 --> 01:41:19.200]   [BLANK_AUDIO]
[01:41:19.200 --> 01:41:29.200]   [BLANK_AUDIO]
[01:41:29.200 --> 01:41:39.200]   [BLANK_AUDIO]
[01:41:39.200 --> 01:41:49.200]   [BLANK_AUDIO]
[01:41:49.200 --> 01:41:59.200]   [BLANK_AUDIO]
[01:41:59.200 --> 01:42:09.200]   [BLANK_AUDIO]
[01:42:09.200 --> 01:42:19.200]   [BLANK_AUDIO]
[01:42:19.200 --> 01:42:29.200]   [BLANK_AUDIO]
[01:42:29.200 --> 01:42:39.200]   [BLANK_AUDIO]
[01:42:39.200 --> 01:42:49.200]   [BLANK_AUDIO]
[01:42:49.200 --> 01:42:59.200]   [BLANK_AUDIO]
[01:42:59.200 --> 01:43:09.200]   [BLANK_AUDIO]
[01:43:09.200 --> 01:43:19.200]   [BLANK_AUDIO]
[01:43:19.200 --> 01:43:29.200]   [BLANK_AUDIO]
[01:43:29.200 --> 01:43:39.200]   [BLANK_AUDIO]
[01:43:39.200 --> 01:43:49.200]   [BLANK_AUDIO]
[01:43:49.200 --> 01:43:59.200]   [BLANK_AUDIO]
[01:43:59.200 --> 01:44:19.200]   [BLANK_AUDIO]
[01:44:19.200 --> 01:44:29.200]   [BLANK_AUDIO]
[01:44:29.200 --> 01:44:39.200]   [BLANK_AUDIO]
[01:44:39.200 --> 01:44:49.200]   [BLANK_AUDIO]
[01:44:49.200 --> 01:44:59.200]   [BLANK_AUDIO]
[01:44:59.200 --> 01:45:09.200]   [BLANK_AUDIO]
[01:45:09.200 --> 01:45:19.200]   [BLANK_AUDIO]
[01:45:19.200 --> 01:45:29.200]   [BLANK_AUDIO]
[01:45:29.200 --> 01:45:39.200]   [BLANK_AUDIO]
[01:45:39.200 --> 01:45:49.200]   [BLANK_AUDIO]
[01:45:49.200 --> 01:45:59.200]   [BLANK_AUDIO]
[01:45:59.200 --> 01:46:09.200]   [BLANK_AUDIO]
[01:46:09.200 --> 01:46:19.200]   [BLANK_AUDIO]
[01:46:19.200 --> 01:46:29.200]   [BLANK_AUDIO]
[01:46:29.200 --> 01:46:39.200]   [BLANK_AUDIO]
[01:46:39.200 --> 01:46:49.200]   [BLANK_AUDIO]
[01:46:49.200 --> 01:46:59.200]   [BLANK_AUDIO]
[01:46:59.200 --> 01:47:09.200]   [BLANK_AUDIO]
[01:47:09.200 --> 01:47:19.200]   [BLANK_AUDIO]
[01:47:19.200 --> 01:47:29.200]   [BLANK_AUDIO]
[01:47:29.200 --> 01:47:39.200]   [BLANK_AUDIO]
[01:47:39.200 --> 01:47:49.200]   [BLANK_AUDIO]
[01:47:49.200 --> 01:47:59.200]   [BLANK_AUDIO]
[01:47:59.200 --> 01:48:09.200]   [BLANK_AUDIO]
[01:48:09.200 --> 01:48:19.200]   [BLANK_AUDIO]
[01:48:19.200 --> 01:48:29.200]   [BLANK_AUDIO]
[01:48:29.200 --> 01:48:39.200]   [BLANK_AUDIO]
[01:48:39.200 --> 01:48:49.200]   [BLANK_AUDIO]
[01:48:49.200 --> 01:48:59.200]   [BLANK_AUDIO]
[01:48:59.200 --> 01:49:09.200]   [BLANK_AUDIO]
[01:49:09.200 --> 01:49:19.200]   [BLANK_AUDIO]
[01:49:19.200 --> 01:49:29.200]   [BLANK_AUDIO]
[01:49:29.200 --> 01:49:39.200]   [BLANK_AUDIO]
[01:49:39.200 --> 01:49:49.200]   [BLANK_AUDIO]
[01:49:49.200 --> 01:49:59.200]   [BLANK_AUDIO]
[01:49:59.200 --> 01:50:09.200]   [BLANK_AUDIO]
[01:50:09.200 --> 01:50:19.200]   [BLANK_AUDIO]
[01:50:19.200 --> 01:50:29.200]   [BLANK_AUDIO]
[01:50:29.200 --> 01:50:39.200]   [BLANK_AUDIO]
[01:50:39.200 --> 01:50:49.200]   [BLANK_AUDIO]
[01:50:49.200 --> 01:50:59.200]   [BLANK_AUDIO]
[01:50:59.200 --> 01:51:09.200]   [BLANK_AUDIO]
[01:51:09.200 --> 01:51:19.200]   [BLANK_AUDIO]
[01:51:19.200 --> 01:51:29.200]   [BLANK_AUDIO]
[01:51:29.200 --> 01:51:39.200]   [BLANK_AUDIO]
[01:51:39.200 --> 01:51:49.200]   [BLANK_AUDIO]
[01:51:49.200 --> 01:51:59.200]   [BLANK_AUDIO]
[01:51:59.200 --> 01:52:09.200]   [BLANK_AUDIO]
[01:52:09.200 --> 01:52:19.200]   [BLANK_AUDIO]
[01:52:19.200 --> 01:52:29.200]   [BLANK_AUDIO]
[01:52:29.200 --> 01:52:39.200]   [BLANK_AUDIO]
[01:52:39.200 --> 01:52:49.200]   [BLANK_AUDIO]
[01:52:49.200 --> 01:52:59.200]   [BLANK_AUDIO]
[01:52:59.200 --> 01:53:09.200]   [BLANK_AUDIO]
[01:53:09.200 --> 01:53:29.200]   [BLANK_AUDIO]
[01:53:29.200 --> 01:53:39.200]   [BLANK_AUDIO]
[01:53:39.200 --> 01:53:49.200]   [BLANK_AUDIO]
[01:53:49.200 --> 01:53:59.200]   [BLANK_AUDIO]
[01:53:59.200 --> 01:54:09.200]   [BLANK_AUDIO]
[01:54:09.200 --> 01:54:19.200]   [BLANK_AUDIO]
[01:54:19.200 --> 01:54:29.200]   [BLANK_AUDIO]
[01:54:29.200 --> 01:54:39.200]   [BLANK_AUDIO]
[01:54:39.200 --> 01:54:49.200]   [BLANK_AUDIO]
[01:54:49.200 --> 01:54:59.200]   [BLANK_AUDIO]
[01:54:59.200 --> 01:55:09.200]   [BLANK_AUDIO]
[01:55:09.200 --> 01:55:19.200]   [BLANK_AUDIO]
[01:55:19.200 --> 01:55:29.200]   [BLANK_AUDIO]
[01:55:29.200 --> 01:55:39.200]   [BLANK_AUDIO]
[01:55:39.200 --> 01:55:49.200]   [BLANK_AUDIO]
[01:55:49.200 --> 01:55:59.200]   [BLANK_AUDIO]
[01:55:59.200 --> 01:56:09.200]   [BLANK_AUDIO]
[01:56:09.200 --> 01:56:19.200]   [BLANK_AUDIO]
[01:56:19.200 --> 01:56:29.200]   [BLANK_AUDIO]
[01:56:29.200 --> 01:56:39.200]   [BLANK_AUDIO]
[01:56:39.200 --> 01:56:49.200]   [BLANK_AUDIO]
[01:56:49.200 --> 01:56:59.200]   [BLANK_AUDIO]
[01:56:59.200 --> 01:57:09.200]   [BLANK_AUDIO]
[01:57:09.200 --> 01:57:19.200]   [BLANK_AUDIO]
[01:57:19.200 --> 01:57:29.200]   [BLANK_AUDIO]
[01:57:29.200 --> 01:57:39.200]   [BLANK_AUDIO]
[01:57:39.200 --> 01:57:49.200]   [BLANK_AUDIO]
[01:57:49.200 --> 01:57:59.200]   [BLANK_AUDIO]
[01:57:59.200 --> 01:58:09.200]   [BLANK_AUDIO]
[01:58:09.200 --> 01:58:19.200]   [BLANK_AUDIO]
[01:58:19.200 --> 01:58:29.200]   [BLANK_AUDIO]
[01:58:29.200 --> 01:58:39.200]   [BLANK_AUDIO]
[01:58:39.200 --> 01:58:49.200]   [BLANK_AUDIO]
[01:58:49.200 --> 01:58:59.200]   [BLANK_AUDIO]
[01:58:59.200 --> 01:59:09.200]   [BLANK_AUDIO]
[01:59:09.200 --> 01:59:19.200]   [BLANK_AUDIO]
[01:59:19.200 --> 01:59:29.200]   [BLANK_AUDIO]
[01:59:29.200 --> 01:59:39.200]   [BLANK_AUDIO]
[01:59:39.200 --> 01:59:49.200]   [BLANK_AUDIO]
[01:59:49.200 --> 01:59:59.200]   [BLANK_AUDIO]
[01:59:59.200 --> 02:00:19.200]   [BLANK_AUDIO]
[02:00:19.200 --> 02:00:29.200]   [BLANK_AUDIO]
[02:00:29.200 --> 02:00:39.200]   [BLANK_AUDIO]
[02:00:39.200 --> 02:00:49.200]   [BLANK_AUDIO]
[02:00:49.200 --> 02:00:59.200]   [BLANK_AUDIO]
[02:00:59.200 --> 02:01:09.200]   [BLANK_AUDIO]
[02:01:09.200 --> 02:01:19.200]   [BLANK_AUDIO]
[02:01:19.200 --> 02:01:29.200]   [BLANK_AUDIO]
[02:01:29.200 --> 02:01:39.200]   [BLANK_AUDIO]
[02:01:39.200 --> 02:01:49.200]   [BLANK_AUDIO]
[02:01:49.200 --> 02:01:59.200]   [BLANK_AUDIO]
[02:01:59.200 --> 02:02:09.200]   [BLANK_AUDIO]
[02:02:09.200 --> 02:02:29.200]   [BLANK_AUDIO]
[02:02:29.200 --> 02:02:39.200]   [BLANK_AUDIO]
[02:02:39.200 --> 02:02:49.200]   [BLANK_AUDIO]
