
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:40:33.420 --> 00:40:43.420]   [BLANK_AUDIO]
[00:40:43.420 --> 00:40:53.420]   [BLANK_AUDIO]
[00:40:53.420 --> 00:41:03.420]   [BLANK_AUDIO]
[00:41:03.420 --> 00:41:13.420]   [BLANK_AUDIO]
[00:41:13.420 --> 00:41:23.420]   [BLANK_AUDIO]
[00:41:23.420 --> 00:41:33.420]   [BLANK_AUDIO]
[00:41:33.420 --> 00:41:43.420]   [BLANK_AUDIO]
[00:41:43.420 --> 00:41:53.420]   [BLANK_AUDIO]
[00:41:53.420 --> 00:42:03.420]   [BLANK_AUDIO]
[00:42:03.420 --> 00:42:13.420]   [BLANK_AUDIO]
[00:42:13.420 --> 00:42:23.420]   [BLANK_AUDIO]
[00:42:23.420 --> 00:42:33.420]   [BLANK_AUDIO]
[00:42:33.420 --> 00:42:43.420]   [BLANK_AUDIO]
[00:42:43.420 --> 00:42:53.420]   [BLANK_AUDIO]
[00:42:53.420 --> 00:43:03.420]   [BLANK_AUDIO]
[00:43:03.420 --> 00:43:13.420]   [BLANK_AUDIO]
[00:43:13.420 --> 00:43:23.420]   [BLANK_AUDIO]
[00:43:23.420 --> 00:43:33.420]   [BLANK_AUDIO]
[00:43:33.420 --> 00:43:43.420]   [BLANK_AUDIO]
[00:43:43.420 --> 00:43:53.420]   [BLANK_AUDIO]
[00:43:53.420 --> 00:44:03.420]   [BLANK_AUDIO]
[00:44:03.420 --> 00:44:13.420]   [BLANK_AUDIO]
[00:44:13.420 --> 00:44:23.420]   [BLANK_AUDIO]
[00:44:23.420 --> 00:44:33.420]   [BLANK_AUDIO]
[00:44:33.420 --> 00:44:43.420]   [BLANK_AUDIO]
[00:44:43.420 --> 00:44:53.420]   [BLANK_AUDIO]
[00:44:53.420 --> 00:45:03.420]   [BLANK_AUDIO]
[00:45:03.420 --> 00:45:23.420]   [BLANK_AUDIO]
[00:45:23.420 --> 00:45:33.420]   [BLANK_AUDIO]
[00:45:33.420 --> 00:45:43.420]   [BLANK_AUDIO]
[00:45:43.420 --> 00:45:53.420]   [BLANK_AUDIO]
[00:45:53.420 --> 00:46:03.420]   [BLANK_AUDIO]
[00:46:03.420 --> 00:46:13.420]   [BLANK_AUDIO]
[00:46:13.420 --> 00:46:23.420]   [BLANK_AUDIO]
[00:46:23.420 --> 00:46:33.420]   [BLANK_AUDIO]
[00:46:33.420 --> 00:46:43.420]   [BLANK_AUDIO]
[00:46:43.420 --> 00:46:53.420]   [BLANK_AUDIO]
[00:46:53.420 --> 00:47:03.420]   [BLANK_AUDIO]
[00:47:03.420 --> 00:47:13.420]   [BLANK_AUDIO]
[00:47:13.420 --> 00:47:23.420]   [BLANK_AUDIO]
[00:47:23.420 --> 00:47:33.420]   [BLANK_AUDIO]
[00:47:33.420 --> 00:47:43.420]   [BLANK_AUDIO]
[00:47:43.420 --> 00:47:53.420]   [BLANK_AUDIO]
[00:47:53.420 --> 00:48:03.420]   [BLANK_AUDIO]
[00:48:03.420 --> 00:48:13.420]   [BLANK_AUDIO]
[00:48:13.420 --> 00:48:23.420]   [BLANK_AUDIO]
[00:48:23.420 --> 00:48:33.420]   [BLANK_AUDIO]
[00:48:33.420 --> 00:48:43.420]   [BLANK_AUDIO]
[00:48:43.420 --> 00:48:53.420]   [BLANK_AUDIO]
[00:48:53.420 --> 00:49:03.420]   [BLANK_AUDIO]
[00:49:03.420 --> 00:49:13.420]   [BLANK_AUDIO]
[00:49:13.420 --> 00:49:23.420]   [BLANK_AUDIO]
[00:49:23.420 --> 00:49:33.420]   [BLANK_AUDIO]
[00:49:33.420 --> 00:49:43.420]   [BLANK_AUDIO]
[00:49:43.420 --> 00:49:53.420]   [BLANK_AUDIO]
[00:49:53.420 --> 00:50:03.420]   [BLANK_AUDIO]
[00:50:03.420 --> 00:50:13.420]   [BLANK_AUDIO]
[00:50:13.420 --> 00:50:23.420]   [BLANK_AUDIO]
[00:50:23.420 --> 00:50:33.420]   [BLANK_AUDIO]
[00:50:33.420 --> 00:50:43.420]   [BLANK_AUDIO]
[00:50:43.420 --> 00:50:53.420]   [BLANK_AUDIO]
[00:50:53.420 --> 00:51:03.420]   [BLANK_AUDIO]
[00:51:03.420 --> 00:51:13.420]   [BLANK_AUDIO]
[00:51:13.420 --> 00:51:23.420]   [BLANK_AUDIO]
[00:51:23.420 --> 00:51:33.420]   [BLANK_AUDIO]
[00:51:33.420 --> 00:51:43.420]   [BLANK_AUDIO]
[00:51:43.420 --> 00:51:53.420]   [BLANK_AUDIO]
[00:51:53.420 --> 00:52:03.420]   [BLANK_AUDIO]
[00:52:03.420 --> 00:52:13.420]   [BLANK_AUDIO]
[00:52:13.420 --> 00:52:23.420]   [BLANK_AUDIO]
[00:52:23.420 --> 00:52:33.420]   [BLANK_AUDIO]
[00:52:33.420 --> 00:52:43.420]   [BLANK_AUDIO]
[00:52:43.420 --> 00:52:53.420]   [BLANK_AUDIO]
[00:52:53.420 --> 00:53:03.420]   [BLANK_AUDIO]
[00:53:03.420 --> 00:53:13.420]   [BLANK_AUDIO]
[00:53:13.420 --> 00:53:33.420]   [BLANK_AUDIO]
[00:53:33.420 --> 00:53:43.420]   [BLANK_AUDIO]
[00:53:43.420 --> 00:53:53.420]   [BLANK_AUDIO]
[00:53:53.420 --> 00:54:03.420]   [BLANK_AUDIO]
[00:54:03.420 --> 00:54:13.420]   [BLANK_AUDIO]
[00:54:13.420 --> 00:54:23.420]   [BLANK_AUDIO]
[00:54:23.420 --> 00:54:33.420]   [BLANK_AUDIO]
[00:54:33.420 --> 00:54:43.420]   [BLANK_AUDIO]
[00:54:43.420 --> 00:54:53.420]   [BLANK_AUDIO]
[00:54:53.420 --> 00:55:03.420]   [BLANK_AUDIO]
[00:55:03.420 --> 00:55:13.420]   [BLANK_AUDIO]
[00:55:13.420 --> 00:55:23.420]   [BLANK_AUDIO]
[00:55:23.420 --> 00:55:33.420]   [BLANK_AUDIO]
[00:55:33.420 --> 00:55:43.420]   [BLANK_AUDIO]
[00:55:43.420 --> 00:55:53.420]   [BLANK_AUDIO]
[00:55:53.420 --> 00:56:03.420]   [BLANK_AUDIO]
[00:56:03.420 --> 00:56:13.420]   [BLANK_AUDIO]
[00:56:13.420 --> 00:56:23.420]   [BLANK_AUDIO]
[00:56:23.420 --> 00:56:33.420]   [BLANK_AUDIO]
[00:56:33.420 --> 00:56:43.420]   [BLANK_AUDIO]
[00:56:43.420 --> 00:56:53.420]   [BLANK_AUDIO]
[00:56:53.420 --> 00:57:03.420]   [BLANK_AUDIO]
[00:57:03.420 --> 00:57:13.420]   [BLANK_AUDIO]
[00:57:13.420 --> 00:57:23.420]   [BLANK_AUDIO]
[00:57:23.420 --> 00:57:33.420]   [BLANK_AUDIO]
[00:57:33.420 --> 00:57:43.420]   [BLANK_AUDIO]
[00:57:43.420 --> 00:57:53.420]   [BLANK_AUDIO]
[00:57:53.420 --> 00:58:03.420]   [BLANK_AUDIO]
[00:58:03.420 --> 00:58:13.420]   [BLANK_AUDIO]
[00:58:13.420 --> 00:58:23.420]   [BLANK_AUDIO]
[00:58:23.420 --> 00:58:33.420]   [BLANK_AUDIO]
[00:58:33.420 --> 00:58:43.420]   [BLANK_AUDIO]
[00:58:43.420 --> 00:58:53.420]   [BLANK_AUDIO]
[00:58:53.420 --> 00:59:03.420]   [BLANK_AUDIO]
[00:59:03.420 --> 00:59:13.420]   [BLANK_AUDIO]
[00:59:13.420 --> 00:59:23.420]   [BLANK_AUDIO]
[00:59:23.420 --> 00:59:33.420]   [BLANK_AUDIO]
[00:59:33.420 --> 00:59:43.420]   [BLANK_AUDIO]
[00:59:43.420 --> 00:59:53.420]   [BLANK_AUDIO]
[00:59:53.420 --> 01:00:03.420]   [BLANK_AUDIO]
[01:00:03.420 --> 01:00:13.420]   [BLANK_AUDIO]
[01:00:13.420 --> 01:00:23.420]   [BLANK_AUDIO]
[01:00:23.420 --> 01:00:43.420]   [BLANK_AUDIO]
[01:00:43.420 --> 01:00:53.420]   [BLANK_AUDIO]
[01:00:53.420 --> 01:01:03.420]   [BLANK_AUDIO]
[01:01:03.420 --> 01:01:13.420]   [BLANK_AUDIO]
[01:01:13.420 --> 01:01:23.420]   [BLANK_AUDIO]
[01:01:23.420 --> 01:01:33.420]   [BLANK_AUDIO]
[01:01:33.420 --> 01:01:43.420]   [BLANK_AUDIO]
[01:01:43.420 --> 01:01:53.420]   [BLANK_AUDIO]
[01:01:53.420 --> 01:02:03.420]   [BLANK_AUDIO]
[01:02:03.420 --> 01:02:13.420]   [BLANK_AUDIO]
[01:02:13.420 --> 01:02:23.420]   [BLANK_AUDIO]
[01:02:23.420 --> 01:02:33.420]   [BLANK_AUDIO]
[01:02:33.420 --> 01:02:43.420]   [BLANK_AUDIO]
[01:02:43.420 --> 01:02:53.420]   [BLANK_AUDIO]
[01:02:53.420 --> 01:03:03.420]   [BLANK_AUDIO]
[01:03:03.420 --> 01:03:13.420]   [BLANK_AUDIO]
[01:03:13.420 --> 01:03:23.420]   [BLANK_AUDIO]
[01:03:23.420 --> 01:03:33.420]   [BLANK_AUDIO]
[01:03:33.420 --> 01:03:43.420]   [BLANK_AUDIO]
[01:03:43.420 --> 01:03:53.420]   [BLANK_AUDIO]
[01:03:53.420 --> 01:04:03.420]   [BLANK_AUDIO]
[01:04:03.420 --> 01:04:13.420]   [BLANK_AUDIO]
[01:04:13.420 --> 01:04:33.420]   [BLANK_AUDIO]
[01:04:33.420 --> 01:04:43.420]   [BLANK_AUDIO]
[01:04:43.420 --> 01:04:53.420]   [BLANK_AUDIO]
[01:04:53.420 --> 01:05:03.420]   [BLANK_AUDIO]
[01:05:03.420 --> 01:05:13.420]   [BLANK_AUDIO]
[01:05:13.420 --> 01:05:23.420]   [BLANK_AUDIO]
[01:05:23.420 --> 01:05:43.420]   [BLANK_AUDIO]
[01:05:43.420 --> 01:05:53.420]   [BLANK_AUDIO]
[01:05:53.420 --> 01:06:03.420]   [BLANK_AUDIO]
[01:06:03.420 --> 01:06:13.420]   [BLANK_AUDIO]
[01:06:13.420 --> 01:06:33.420]   [BLANK_AUDIO]
[01:06:33.420 --> 01:06:43.420]   [BLANK_AUDIO]
[01:06:43.420 --> 01:07:03.420]   [BLANK_AUDIO]
[01:07:03.420 --> 01:07:13.420]   [BLANK_AUDIO]
[01:07:13.420 --> 01:07:23.420]   [BLANK_AUDIO]
[01:07:23.420 --> 01:07:33.420]   [BLANK_AUDIO]
[01:07:33.420 --> 01:07:43.420]   [BLANK_AUDIO]
[01:07:43.420 --> 01:07:53.420]   [BLANK_AUDIO]
[01:07:53.420 --> 01:08:03.420]   [BLANK_AUDIO]
[01:08:03.420 --> 01:08:13.420]   [BLANK_AUDIO]
[01:08:13.420 --> 01:08:33.420]   [BLANK_AUDIO]
[01:08:33.420 --> 01:08:43.420]   [BLANK_AUDIO]
[01:08:43.420 --> 01:08:53.420]   [BLANK_AUDIO]
[01:08:53.420 --> 01:09:03.420]   [BLANK_AUDIO]
[01:09:03.420 --> 01:09:23.420]   [BLANK_AUDIO]
[01:09:23.420 --> 01:09:33.420]   [BLANK_AUDIO]
[01:09:33.420 --> 01:09:43.420]   [BLANK_AUDIO]
[01:09:43.420 --> 01:09:53.420]   [BLANK_AUDIO]
[01:09:53.420 --> 01:10:03.420]   [BLANK_AUDIO]
[01:10:03.420 --> 01:10:13.420]   [BLANK_AUDIO]
[01:10:13.420 --> 01:10:33.420]   [BLANK_AUDIO]
[01:10:33.420 --> 01:10:43.420]   [BLANK_AUDIO]
[01:10:43.420 --> 01:10:53.420]   [BLANK_AUDIO]
[01:10:53.420 --> 01:11:03.420]   [BLANK_AUDIO]
[01:11:03.420 --> 01:11:23.420]   [BLANK_AUDIO]
[01:11:23.420 --> 01:11:33.420]   [BLANK_AUDIO]
[01:11:33.420 --> 01:11:43.420]   [BLANK_AUDIO]
[01:11:43.420 --> 01:11:53.420]   [BLANK_AUDIO]
[01:11:53.420 --> 01:12:03.420]   [BLANK_AUDIO]
[01:12:03.420 --> 01:12:13.420]   [BLANK_AUDIO]
[01:12:13.420 --> 01:12:23.420]   [BLANK_AUDIO]
[01:12:23.420 --> 01:12:33.420]   [BLANK_AUDIO]
[01:12:33.420 --> 01:12:43.420]   [BLANK_AUDIO]
[01:12:43.420 --> 01:12:53.420]   [BLANK_AUDIO]
[01:12:53.420 --> 01:13:13.420]   [BLANK_AUDIO]
[01:13:13.420 --> 01:13:23.420]   [BLANK_AUDIO]
[01:13:23.420 --> 01:13:43.420]   [BLANK_AUDIO]
[01:13:43.420 --> 01:13:53.420]   [BLANK_AUDIO]
[01:13:53.420 --> 01:14:13.420]   [BLANK_AUDIO]
[01:14:13.420 --> 01:14:23.420]   [BLANK_AUDIO]
[01:14:23.420 --> 01:14:33.420]   [BLANK_AUDIO]
[01:14:33.420 --> 01:14:43.420]   [BLANK_AUDIO]
[01:14:43.420 --> 01:15:03.420]   [BLANK_AUDIO]
[01:15:03.420 --> 01:15:13.420]   [BLANK_AUDIO]
[01:15:13.420 --> 01:15:23.420]   [BLANK_AUDIO]
[01:15:23.420 --> 01:15:33.420]   [BLANK_AUDIO]
[01:15:33.420 --> 01:15:53.420]   [BLANK_AUDIO]
[01:15:53.420 --> 01:16:03.420]   [BLANK_AUDIO]
[01:16:03.420 --> 01:16:13.420]   [BLANK_AUDIO]
[01:16:13.420 --> 01:16:23.420]   [BLANK_AUDIO]
[01:16:23.420 --> 01:16:33.420]   [BLANK_AUDIO]
[01:16:33.420 --> 01:16:43.420]   [BLANK_AUDIO]
[01:16:43.420 --> 01:16:53.420]   [BLANK_AUDIO]
[01:16:53.420 --> 01:17:03.420]   [BLANK_AUDIO]
[01:17:03.420 --> 01:17:13.420]   [BLANK_AUDIO]
[01:17:13.420 --> 01:17:23.420]   [BLANK_AUDIO]
[01:17:23.420 --> 01:17:33.420]   [BLANK_AUDIO]
[01:17:33.420 --> 01:17:43.420]   [BLANK_AUDIO]
[01:17:43.420 --> 01:17:53.420]   [BLANK_AUDIO]
[01:17:53.420 --> 01:18:03.420]   [BLANK_AUDIO]
[01:18:03.420 --> 01:18:13.420]   [BLANK_AUDIO]
[01:18:13.420 --> 01:18:23.420]   [BLANK_AUDIO]
[01:18:23.420 --> 01:18:33.420]   [BLANK_AUDIO]
[01:18:33.420 --> 01:18:43.420]   [BLANK_AUDIO]
[01:18:43.420 --> 01:18:53.420]   [BLANK_AUDIO]
[01:18:53.420 --> 01:19:03.420]   [BLANK_AUDIO]
[01:19:03.420 --> 01:19:13.420]   [BLANK_AUDIO]
[01:19:13.420 --> 01:19:23.420]   [BLANK_AUDIO]
[01:19:23.420 --> 01:19:33.420]   [BLANK_AUDIO]
[01:19:33.420 --> 01:19:43.420]   [BLANK_AUDIO]
[01:19:43.420 --> 01:20:03.420]   [BLANK_AUDIO]
[01:20:03.420 --> 01:20:13.420]   [BLANK_AUDIO]
[01:20:13.420 --> 01:20:23.420]   [BLANK_AUDIO]
[01:20:23.420 --> 01:20:33.420]   [BLANK_AUDIO]
[01:20:33.420 --> 01:20:53.420]   [BLANK_AUDIO]
[01:20:53.420 --> 01:21:03.420]   [BLANK_AUDIO]
[01:21:03.420 --> 01:21:13.420]   [BLANK_AUDIO]
[01:21:13.420 --> 01:21:23.420]   [BLANK_AUDIO]
[01:21:23.420 --> 01:21:33.420]   [BLANK_AUDIO]
[01:21:33.420 --> 01:21:43.420]   [BLANK_AUDIO]
[01:21:43.420 --> 01:21:53.420]   [BLANK_AUDIO]
[01:21:53.420 --> 01:22:03.420]   [BLANK_AUDIO]
[01:22:03.420 --> 01:22:23.420]   [BLANK_AUDIO]
[01:22:23.420 --> 01:22:33.420]   [BLANK_AUDIO]
[01:22:33.420 --> 01:22:43.420]   [BLANK_AUDIO]
[01:22:43.420 --> 01:22:53.420]   [BLANK_AUDIO]
[01:22:53.420 --> 01:23:03.420]   [BLANK_AUDIO]
[01:23:03.420 --> 01:23:13.420]   [BLANK_AUDIO]
[01:23:13.420 --> 01:23:23.420]   [BLANK_AUDIO]
[01:23:23.420 --> 01:23:33.420]   [BLANK_AUDIO]
[01:23:33.420 --> 01:23:43.420]   [BLANK_AUDIO]
[01:23:43.420 --> 01:23:53.420]   [BLANK_AUDIO]
[01:23:53.420 --> 01:24:03.420]   [BLANK_AUDIO]
[01:24:03.420 --> 01:24:13.420]   [BLANK_AUDIO]
[01:24:13.420 --> 01:24:23.420]   [BLANK_AUDIO]
[01:24:23.420 --> 01:24:33.420]   [BLANK_AUDIO]
[01:24:33.420 --> 01:24:43.420]   [BLANK_AUDIO]
[01:24:43.420 --> 01:24:53.420]   [BLANK_AUDIO]
[01:24:53.420 --> 01:25:13.420]   [BLANK_AUDIO]
[01:25:13.420 --> 01:25:23.420]   [BLANK_AUDIO]
[01:25:23.420 --> 01:25:33.420]   [BLANK_AUDIO]
[01:25:33.420 --> 01:25:43.420]   [BLANK_AUDIO]
[01:25:43.420 --> 01:25:53.420]   [BLANK_AUDIO]
[01:25:53.420 --> 01:26:03.420]   [BLANK_AUDIO]
[01:26:03.420 --> 01:26:13.420]   [BLANK_AUDIO]
[01:26:13.420 --> 01:26:23.420]   [BLANK_AUDIO]
[01:26:23.420 --> 01:26:33.420]   [BLANK_AUDIO]
[01:26:33.420 --> 01:26:43.420]   [BLANK_AUDIO]
[01:26:43.420 --> 01:26:53.420]   [BLANK_AUDIO]
[01:26:53.420 --> 01:27:03.420]   [BLANK_AUDIO]
[01:27:03.420 --> 01:27:13.420]   [BLANK_AUDIO]
[01:27:13.420 --> 01:27:23.420]   [BLANK_AUDIO]
[01:27:23.420 --> 01:27:33.420]   [BLANK_AUDIO]
[01:27:33.420 --> 01:27:43.420]   [BLANK_AUDIO]
[01:27:43.420 --> 01:27:53.420]   [BLANK_AUDIO]
[01:27:53.420 --> 01:28:03.420]   [BLANK_AUDIO]
[01:28:03.420 --> 01:28:13.420]   [BLANK_AUDIO]
[01:28:13.420 --> 01:28:23.420]   [BLANK_AUDIO]
[01:28:23.420 --> 01:28:33.420]   [BLANK_AUDIO]
[01:28:33.420 --> 01:28:43.420]   [BLANK_AUDIO]
[01:28:43.420 --> 01:28:53.420]   [BLANK_AUDIO]
[01:28:53.420 --> 01:29:03.420]   [BLANK_AUDIO]
[01:29:03.420 --> 01:29:13.420]   [BLANK_AUDIO]
[01:29:13.420 --> 01:29:23.420]   [BLANK_AUDIO]
[01:29:23.420 --> 01:29:33.420]   [BLANK_AUDIO]
[01:29:33.420 --> 01:29:43.420]   [BLANK_AUDIO]
[01:29:43.420 --> 01:29:53.420]   [BLANK_AUDIO]
[01:29:53.420 --> 01:30:03.420]   [BLANK_AUDIO]
[01:30:03.420 --> 01:30:13.420]   [BLANK_AUDIO]
[01:30:13.420 --> 01:30:23.420]   [BLANK_AUDIO]
[01:30:23.420 --> 01:30:33.420]   [BLANK_AUDIO]
[01:30:33.420 --> 01:30:43.420]   [BLANK_AUDIO]
[01:30:43.420 --> 01:30:53.420]   [BLANK_AUDIO]
[01:30:53.420 --> 01:31:03.420]   [BLANK_AUDIO]
[01:31:03.420 --> 01:31:13.420]   [BLANK_AUDIO]
[01:31:13.420 --> 01:31:23.420]   [BLANK_AUDIO]
[01:31:23.420 --> 01:31:33.420]   [BLANK_AUDIO]
[01:31:33.420 --> 01:31:43.420]   [BLANK_AUDIO]
[01:31:43.420 --> 01:31:53.420]   [BLANK_AUDIO]
[01:31:53.420 --> 01:32:03.420]   [BLANK_AUDIO]
[01:32:03.420 --> 01:32:13.420]   [BLANK_AUDIO]
[01:32:13.420 --> 01:32:23.420]   [BLANK_AUDIO]
[01:32:23.420 --> 01:32:33.420]   [BLANK_AUDIO]
[01:32:33.420 --> 01:32:43.420]   [BLANK_AUDIO]
[01:32:43.420 --> 01:32:53.420]   [BLANK_AUDIO]
[01:32:53.420 --> 01:33:03.420]   [BLANK_AUDIO]
[01:33:03.420 --> 01:33:13.420]   [BLANK_AUDIO]
[01:33:13.420 --> 01:33:23.420]   [BLANK_AUDIO]
[01:33:23.420 --> 01:33:33.420]   [BLANK_AUDIO]
[01:33:33.420 --> 01:33:43.420]   [BLANK_AUDIO]
[01:33:43.420 --> 01:33:53.420]   [BLANK_AUDIO]
[01:33:53.420 --> 01:34:03.420]   [BLANK_AUDIO]
[01:34:03.420 --> 01:34:23.420]   [BLANK_AUDIO]
[01:34:23.420 --> 01:34:33.420]   [BLANK_AUDIO]
[01:34:33.420 --> 01:34:43.420]   [BLANK_AUDIO]
[01:34:43.420 --> 01:34:53.420]   [BLANK_AUDIO]
[01:34:53.420 --> 01:35:03.420]   [BLANK_AUDIO]
[01:35:03.420 --> 01:35:13.420]   [BLANK_AUDIO]
[01:35:13.420 --> 01:35:33.420]   [BLANK_AUDIO]
[01:35:33.420 --> 01:35:43.420]   [BLANK_AUDIO]
[01:35:43.420 --> 01:35:53.420]   [BLANK_AUDIO]
[01:35:53.420 --> 01:36:03.420]   [BLANK_AUDIO]
[01:36:03.420 --> 01:36:13.420]   [BLANK_AUDIO]
[01:36:13.420 --> 01:36:23.420]   [BLANK_AUDIO]
[01:36:23.420 --> 01:36:33.420]   [BLANK_AUDIO]
[01:36:33.420 --> 01:36:43.420]   [BLANK_AUDIO]
[01:36:43.420 --> 01:37:03.420]   [BLANK_AUDIO]
[01:37:03.420 --> 01:37:13.420]   [BLANK_AUDIO]
[01:37:13.420 --> 01:37:23.420]   [BLANK_AUDIO]
[01:37:23.420 --> 01:37:33.420]   [BLANK_AUDIO]
[01:37:33.420 --> 01:37:43.420]   [BLANK_AUDIO]
[01:37:43.420 --> 01:37:53.420]   [BLANK_AUDIO]
[01:37:53.420 --> 01:38:13.420]   [BLANK_AUDIO]
[01:38:13.420 --> 01:38:23.420]   [BLANK_AUDIO]
[01:38:23.420 --> 01:38:33.420]   [BLANK_AUDIO]
[01:38:33.420 --> 01:38:43.420]   [BLANK_AUDIO]
[01:38:43.420 --> 01:38:53.420]   [BLANK_AUDIO]
[01:38:53.420 --> 01:39:03.420]   [BLANK_AUDIO]
[01:39:03.420 --> 01:39:13.420]   [BLANK_AUDIO]
[01:39:13.420 --> 01:39:23.420]   [BLANK_AUDIO]
[01:39:23.420 --> 01:39:43.420]   [BLANK_AUDIO]
[01:39:43.420 --> 01:39:53.420]   [BLANK_AUDIO]
[01:39:53.420 --> 01:40:03.420]   [BLANK_AUDIO]
[01:40:03.420 --> 01:40:13.420]   [BLANK_AUDIO]
[01:40:13.420 --> 01:40:33.420]   [BLANK_AUDIO]
[01:40:33.420 --> 01:40:43.420]   [BLANK_AUDIO]
[01:40:43.420 --> 01:41:03.420]   [BLANK_AUDIO]
[01:41:03.420 --> 01:41:13.420]   [BLANK_AUDIO]
[01:41:13.420 --> 01:41:23.420]   [BLANK_AUDIO]
[01:41:23.420 --> 01:41:33.420]   [BLANK_AUDIO]
[01:41:33.420 --> 01:41:43.420]   [BLANK_AUDIO]
[01:41:43.420 --> 01:41:53.420]   [BLANK_AUDIO]
[01:41:53.420 --> 01:42:03.420]   [BLANK_AUDIO]
[01:42:03.420 --> 01:42:13.420]   [BLANK_AUDIO]
[01:42:13.420 --> 01:42:23.420]   [BLANK_AUDIO]
[01:42:23.420 --> 01:42:33.420]   [BLANK_AUDIO]
[01:42:33.420 --> 01:42:43.420]   [BLANK_AUDIO]
[01:42:43.420 --> 01:42:53.420]   [BLANK_AUDIO]
[01:42:53.420 --> 01:43:03.420]   [BLANK_AUDIO]
[01:43:03.420 --> 01:43:13.420]   [BLANK_AUDIO]

